chr1:12610581-12620582 for	chr1:12644296-12654297 rev
chr12:37122276-37129010 for	chr12:37151489-37158223 for
chr12:37129011-37151558 for	chr12:37158224-37180771 for
chr13:30012-36515 for	chr13:37880-44383 for
chr13:182969-189254 for	chr13:189216-195501 for
chr13:192288-197687 for	chr13:214475-219874 for
chr13:202786-207995 for	chr13:207903-213112 for
chr13:265041-271801 for	chr13:275313-282073 for
chr13:703140-708876 for	chr13:709504-715240 for
chr13:876465-884844 for	chr13:890143-898522 for
chr13:1413495-1418871 for	chr13:1422648-1428024 for
chr13:1494094-1500057 for	chr13:1500005-1505968 for
chr13:1550268-1556980 for	chr13:3003770-3010482 for
chr13:1654183-1659607 for	chr13:3124155-3129579 for
chr13:1667980-1674269 for	chr13:1671660-1677949 for
chr13:1677306-1682749 for	chr13:3139918-3145361 for
chr13:1723148-1728643 for	chr13:1747204-1752699 for
chr13:1774553-1781638 for	chr13:3209374-3216459 for
chr13:2078993-2084554 for	chr13:3441994-3447555 for
chr13:2244803-2249992 for	chr13:3656830-3662019 for
chr13:2310935-2316540 for	chr13:3731273-3736878 for
chr13:2369864-2375848 for	chr13:3805950-3811934 for
chr13:2405400-2410588 for	chr13:3854472-3859660 for
chr13:2450353-2456669 for	chr13:3857088-3863404 for
chr13:2461716-2467896 for	chr13:3868451-3874631 for
chr13:2480548-2487465 for	chr13:2496718-2503635 for
chr13:2489557-2495058 for	chr13:2505727-2511228 for
chr13:2520137-2529045 for	chr13:3906714-3915622 for
chr13:2609149-2614647 for	chr13:3995353-4000851 for
chr13:2640439-2645875 for	chr13:4029214-4034650 for
chr13:2708631-2713689 for	chr13:4072556-4077614 for
chr13:2826291-2831822 for	chr13:4232521-4238052 for
chr13:4197717-4203248 for	chr13:4232521-4238052 for
chr13:3558905-3566790 for	chr13:3568981-3576866 for
chr13:3611740-3619454 for	chr13:3641046-3648760 for
chr13:2462315-2467896 for	chr13:3857174-3862755 for
chr13:3857174-3863419 for	chr13:3869050-3875295 for
chr13:4163480-4173113 for	chr13:4206851-4216484 for
chr13:4173114-4184883 for	chr13:4216485-4228254 for
chr13:4184884-4189909 for	chr13:4228255-4233280 for
chr13:4193451-4198476 for	chr13:4228255-4233280 for
chr13:4190733-4206788 for	chr13:4225537-4241592 for
chr13:4235419-4241690 for	chr13:4245536-4251807 for
chr13:4200615-4206788 for	chr13:4245536-4251709 for
chr13:4265049-4270603 for	chr13:4277928-4283482 for
chr13:4270604-4279155 for	chr13:4283483-4292034 for
chr13:4375539-4402265 for	chr13:4402190-4428916 for
chr13:4565775-4570960 for	chr13:4583938-4589123 for
chr13:5580182-5588251 for	chr14:1912345-1920414 for
chr13:5595835-5602137 for	chr14:1928012-1934314 for
chr13:5620422-5628427 for	chr14:1952593-1960598 for
chr13:5728550-5737299 for	chr22:4751696-4760445 for
chr13:5728736-5740348 for	chr21:3066422-3078034 for
chr13:5757487-5764641 for	chr21:3095167-3102321 for
chr13:10020552-10025561 for	chr15:5292351-5297360 for
chr13:10033856-10039146 for	chr15:5305659-5310949 for
chr13:10040930-10047367 for	chr15:5312733-5319170 for
chr13:10047368-10055313 for	chr15:5319171-5327116 for
chr13:10077496-10085397 for	chr15:5349324-5357225 for
chr13:10088139-10094709 for	chr15:5359969-5366539 for
chr13:10094899-10101049 for	chr15:5366735-5372885 for
chr13:10101050-10106071 for	chr15:5372886-5377907 for
chr13:10106492-10112390 for	chr15:5378328-5384226 for
chr13:10112391-10121118 for	chr15:5384227-5392954 for
chr13:10121115-10126444 for	chr15:5392953-5398282 for
chr13:10129627-10135322 for	chr15:5401465-5407160 for
chr13:10155386-10160932 for	chr15:5427231-5432777 for
chr13:10169803-10177090 for	chr15:5441644-5448931 for
chr13:10181299-10186613 for	chr15:5453140-5458454 for
chr13:10186614-10192475 for	chr15:5458455-5464316 for
chr13:10196225-10203716 for	chr15:5468069-5475560 for
chr13:10228079-10234768 for	chr15:5499927-5506616 for
chr13:10248587-10256537 for	chr15:5520435-5528385 for
chr13:10296342-10302876 for	chr15:5568144-5574678 for
chr13:10324355-10337626 for	chr15:5596157-5609428 for
chr13:10353907-10359652 for	chr15:5625709-5631454 for
chr13:10443284-10450711 for	chr15:5711073-5718500 for
chr13:10606973-10613445 for	chr15:5878990-5885462 for
chr13:10613881-10620409 for	chr15:5885898-5892426 for
chr13:10624255-10632139 for	chr15:5896272-5904156 for
chr13:10642472-10650802 for	chr15:5914519-5922849 for
chr13:10650803-10658705 for	chr15:5922850-5930752 for
chr13:11544435-11554006 for	chr21:8634439-8644010 for
chr13:11556405-11562429 for	chr21:8645977-8652001 for
chr13:11577853-11585832 for	chr21:8667398-8675377 for
chr13:11641112-11653192 for	chr21:8730652-8742732 for
chr13:11697458-11713136 for	chr21:8786902-8802580 for
chr13:11721982-11728398 for	chr21:8811426-8817842 for
chr13:11779555-11784707 for	chr21:8869029-8874181 for
chr13:11813276-11828939 for	chr21:8902685-8918348 for
chr13:11863918-11879663 for	chr21:8990223-9005968 for
chr13:11883168-11890019 for	chr21:9009471-9016322 for
chr13:11890422-11897977 for	chr21:9016725-9024280 for
chr13:11931675-11944516 for	chr21:9057977-9070818 for
chr13:11949178-11956856 for	chr21:9075480-9083158 for
chr13:11959805-11966631 for	chr21:9086107-9092933 for
chr13:11966427-11972451 for	chr21:9092388-9098412 for
chr13:11972452-11978937 for	chr21:9098413-9104898 for
chr13:12660025-12667376 for	chr21:9798622-9805973 for
chr13:13009247-13017775 for	chr13:13023348-13031876 for
chr13:13065695-13074603 for	chr13:13076955-13085863 for
chr13:14196859-14203531 for	chr21:11326563-11333235 for
chr13:14693149-14698394 for	chr13:15406835-15412080 for
chr13:14713947-14720653 for	chr13:15120418-15127124 for
chr13:14722596-14728217 for	chr13:15129067-15134688 for
chr13:14749350-14757151 for	chr13:15183759-15191560 for
chr13:14940538-14946400 for	chr13:15534704-15540566 for
chr13:15319685-15335916 for	chr13:15388708-15404939 for
chr13:15343071-15351535 for	chr13:15362427-15370891 for
chr13:15523750-15530911 for	chr13:15632773-15639934 for
chr13:15532867-15538867 for	chr13:15641890-15647890 for
chr13:15549427-15558911 for	chr13:15658450-15667934 for
chr13:15557432-15581089 for	chr13:15581050-15604707 for
chr13:15609660-15614694 for	chr13:15695065-15700099 for
chr13:15614834-15620992 for	chr13:15702591-15708749 for
chr13:15621311-15632635 for	chr13:15709068-15720392 for
chr13:15563926-15578798 for	chr13:15587544-15602416 for
chr13:15752784-15759252 for	chr13:15759114-15765582 for
chr13:15820310-15825765 for	chr13:15829226-15834681 for
chr13:15890533-15899807 for	chr13:15908787-15918061 for
chr13:16184730-16194390 for	chr13:16198183-16207843 for
chr13:16226306-16231310 for	chr13:16445547-16450551 for
chr13:16439431-16444664 for	chr13:16445547-16450780 for
chr13:16256379-16261605 for	chr13:16701292-16706518 for
chr13:16258247-16263406 for	chr13:16327258-16332417 for
chr13:16259679-16267146 for	chr13:16285009-16292476 for
chr13:16267427-16273536 for	chr13:16292757-16298866 for
chr13:16292757-16298343 for	chr13:16294627-16300213 for
chr13:16286018-16291386 for	chr13:16291628-16296996 for
chr13:16291628-16298343 for	chr13:16293498-16300213 for
chr13:16309583-16315022 for	chr13:16384203-16389642 for
chr13:16344936-16351347 for	chr13:16376384-16382795 for
chr13:16354624-16360973 for	chr13:16358874-16365223 for
chr13:16419835-16428869 for	chr13:16428505-16437539 for
chr13:16438657-16444435 for	chr13:16444773-16450551 for
chr13:16479852-16487323 for	chr13:16516228-16523699 for
chr13:16487324-16493449 for	chr13:16523700-16529825 for
chr13:16507223-16512979 for	chr13:16517763-16523519 for
chr13:16551430-16556542 for	chr13:16577939-16583051 for
chr13:16630307-16635317 for	chr13:16649653-16654663 for
chr13:16635088-16640869 for	chr13:16641378-16647159 for
chr13:16643605-16650712 for	chr13:16647158-16654265 for
chr13:16650711-16657301 for	chr13:16663971-16670561 for
chr13:16663971-16669565 for	chr13:17132373-17137967 for
chr13:16659576-16669371 for	chr13:16674024-16683819 for
chr13:16665086-16672715 for	chr13:16678344-16685973 for
chr13:16651826-16657301 for	chr13:16678344-16683819 for
chr13:16695843-16703159 for	chr13:17013323-17020639 for
chr13:16701961-16707788 for	chr13:17133479-17139306 for
chr13:16710769-16716279 for	chr13:17208571-17214081 for
chr13:16711590-16717339 for	chr13:17225202-17230951 for
chr13:16738321-16744245 for	chr13:16743761-16749685 for
chr13:16797312-16806727 for	chr13:16905752-16915167 for
chr13:16799692-16806338 for	chr13:16908132-16914778 for
chr13:16840314-16846960 for	chr13:16908132-16914778 for
chr13:16883756-16889505 for	chr13:17229962-17235711 for
chr13:16929226-16936171 for	chr13:16932284-16939229 for
chr13:16945540-16950977 for	chr13:16950978-16956415 for
chr13:16952277-16959645 for	chr13:17129541-17136909 for
chr13:16955025-16960703 for	chr13:16960975-16966653 for
chr13:16650863-16656437 for	chr13:16960021-16965595 for
chr13:16960021-16965463 for	chr13:17132525-17137967 for
chr13:16703151-16708459 for	chr13:16971341-16976649 for
chr13:16651180-16656315 for	chr13:16664440-16669575 for
chr13:16664440-16669575 for	chr13:16960338-16965473 for
chr13:16910002-16915441 for	chr13:17056838-17062277 for
chr13:17059758-17066217 for	chr13:17227512-17233971 for
chr13:16651817-16657495 for	chr13:17132289-17137967 for
chr13:16636041-16641408 for	chr13:17132289-17137656 for
chr13:17425843-17431072 for	chr13:17713408-17718637 for
chr13:17233602-17238877 for	chr13:17237852-17243127 for
chr13:17242102-17248111 for	chr13:17247202-17253211 for
chr13:17326141-17344122 for	chr13:17623394-17641375 for
chr13:17344123-17357409 for	chr13:17641376-17654662 for
chr13:17357410-17372236 for	chr13:17654663-17669489 for
chr13:17374485-17379661 for	chr13:17671738-17676914 for
chr13:17396441-17412493 for	chr13:17411737-17427789 for
chr13:17421412-17432443 for	chr13:17708977-17720008 for
chr13:17406116-17412493 for	chr13:17708977-17715354 for
chr13:17432444-17439608 for	chr13:17720009-17727173 for
chr13:17438731-17449925 for	chr13:17727146-17738340 for
chr13:17449926-17460733 for	chr13:17738341-17749148 for
chr13:17460734-17470021 for	chr13:17749149-17758436 for
chr13:17479362-17486271 for	chr13:17767777-17774686 for
chr13:17497233-17508746 for	chr13:17785648-17797161 for
chr13:17508747-17518046 for	chr13:17797162-17806461 for
chr13:17518047-17553093 for	chr13:17806462-17841508 for
chr13:17552180-17557459 for	chr13:17556426-17561705 for
chr13:17556435-17565828 for	chr13:17838224-17847617 for
chr13:17552189-17557459 for	chr13:17838224-17843494 for
chr13:17572261-17579532 for	chr13:17850480-17857751 for
chr13:17587730-17592919 for	chr13:17596906-17602095 for
chr13:17596906-17602095 for	chr13:17865947-17871136 for
chr13:17595061-17603619 for	chr13:17864102-17872660 for
chr13:17603642-17619284 for	chr13:17880669-17896311 for
chr13:17619285-17624583 for	chr13:17896312-17901610 for
chr13:17347328-17352481 for	chr13:17352256-17357409 for
chr13:17352256-17357894 for	chr13:17644581-17650219 for
chr13:17399569-17406115 for	chr13:17414865-17421411 for
chr13:17415475-17420481 for	chr13:17703040-17708046 for
chr13:17400179-17405185 for	chr13:17703040-17708046 for
chr13:17901611-17908119 for	chr13:17905861-17912369 for
chr13:17977480-17984094 for	chr13:17985978-17992592 for
chr13:18015260-18021590 for	chr13:18085295-18091625 for
chr13:18029048-18034346 for	chr13:18074264-18079562 for
chr13:18075477-18080752 for	chr13:18123412-18128687 for
chr13:57033254-57038819 for	chr13:57052962-57058527 for
chr13:57042498-57049538 for	chr13:57049069-57056109 for
chr14:26375-42968 for	chr14:82901-99494 for
chr14:34042-43735 for	chr14:65440-75133 for
chr14:28768-35857 for	chr14:53888-60977 for
chr14:61021-67816 for	chr14:92429-99224 for
chr14:67301-74096 for	chr14:92429-99224 for
chr14:106638-112916 for	chr14:112917-119195 for
chr14:134558-139600 for	chr14:191140-196182 for
chr14:347022-361547 for	chr14:361484-376009 for
chr14:401056-406406 for	chr14:430491-435841 for
chr14:406407-413086 for	chr14:435842-442521 for
chr14:413087-419527 for	chr14:442522-448962 for
chr14:419528-426638 for	chr14:448963-456073 for
chr14:917420-922862 for	chr22:2334723-2340165 for
chr14:1809807-1820822 for	chr22:4500659-4511674 for
chr14:1820791-1826422 for	chr15:2228916-2234547 for
chr14:1829787-1842035 for	chr22:4520629-4532877 for
chr15:2250135-2255631 for	chr22:4532860-4538356 for
chr14:1847514-1853755 for	chr15:2255632-2261873 for
chr15:2255632-2262135 for	chr22:4538357-4544860 for
chr14:1861295-1866637 for	chr22:4552129-4557471 for
chr14:1861298-1875625 for	chr15:2269414-2283741 for
chr14:1873351-1884534 for	chr22:4564185-4575368 for
chr14:2055914-2073101 for	chr15:2462329-2479516 for
chr14:2073102-2079223 for	chr15:2479517-2485638 for
chr14:2079530-2099861 for	chr15:2485953-2506284 for
chr14:2800330-2810478 for	chr14:2844483-2854631 for
chr14:4804989-4810074 for	chr14:4822274-4827359 for
chr14:5271798-5282395 for	chr14:5375156-5385753 rev
chr14:8206476-8214130 for	chr14:8214143-8221797 for
chr14:10212087-10218986 for	chr14:10364636-10371535 for
chr14:10277629-10282761 for	chr14:10536546-10541678 for
chr14:10522906-10528038 for	chr14:10536546-10541678 for
chr14:10279399-10284910 for	chr14:10282127-10287638 for
chr14:10388867-10398457 for	chr14:10398415-10408005 for
chr14:10427114-10435705 for	chr14:10435298-10443889 for
chr14:10445225-10450626 for	chr14:10450681-10456082 for
chr14:10455905-10461360 for	chr14:10507735-10513190 for
chr14:10462951-10470584 for	chr14:10486139-10493772 for
chr14:10521378-10528295 for	chr14:10535018-10541935 for
chr14:10704163-10709614 for	chr14:10826859-10832310 for
chr14:10581441-10586892 for	chr14:10826859-10832310 for
chr14:10583441-10592669 for	chr14:10597081-10606309 for
chr14:10645774-10651818 for	chr14:10652590-10658634 for
chr14:10664885-10676657 for	chr14:10674429-10686201 for
chr14:10702943-10710961 for	chr14:10825639-10833657 for
chr14:10725681-10733263 for	chr14:10882437-10890019 for
chr14:10734948-10740731 for	chr14:10860368-10866151 for
chr14:10737917-10747251 for	chr14:10894673-10904007 for
chr14:10744481-10749928 for	chr14:10749929-10755376 for
chr14:10750685-10756783 for	chr14:10903357-10909455 for
chr14:10789705-10797997 for	chr14:10827885-10836177 for
chr14:10793431-10800876 for	chr14:10800251-10807696 for
chr14:10805841-10812437 for	chr14:10827653-10834249 for
chr14:10704957-10710961 for	chr14:10827653-10833657 for
chr14:10857505-10862832 for	chr14:10924261-10929588 for
chr14:10866152-10883187 for	chr14:10897488-10914523 for
chr14:10740732-10747251 for	chr14:10897488-10904007 for
chr14:10882731-10888186 for	chr14:10918151-10923606 for
chr14:10929313-10939684 for	chr14:10948389-10958760 for
chr14:10867220-10873757 for	chr14:10898556-10905093 for
chr14:10741800-10747251 for	chr14:10898556-10904007 for
chr14:10876762-10882730 for	chr14:10908098-10914066 for
chr14:10876647-10882090 for	chr14:10959759-10965202 for
chr14:10907983-10913426 for	chr14:10959759-10965202 for
chr14:10965549-10970646 for	chr14:10988737-10993834 for
chr14:10875633-10880730 for	chr14:10988737-10993834 for
chr14:10875118-10880843 for	chr14:10988222-10993947 for
chr14:10873758-10879716 for	chr14:10989586-10995544 for
chr14:10905094-10911052 for	chr14:10989586-10995544 for
chr14:10996674-11004006 for	chr14:11007570-11014902 for
chr14:11007286-11012360 for	chr14:11010010-11015084 for
chr14:11148152-11153905 for	chr14:11878103-11883856 for
chr14:11194994-11203713 for	chr14:11897339-11906058 for
chr14:11272706-11279170 for	chr14:12020397-12026861 for
chr14:11290568-11297273 for	chr14:12040987-12047692 for
chr14:11329768-11335808 for	chr14:11343408-11349448 for
chr14:11338707-11343905 for	chr14:11352347-11357545 for
chr14:11356983-11362776 for	chr14:11361075-11366868 for
chr14:11365535-11371180 for	chr14:12052876-12058521 for
chr14:11378006-11383480 for	chr14:12066711-12072185 for
chr14:11384242-11392240 for	chr14:12072947-12080945 for
chr14:11396333-11401531 for	chr14:12080946-12086144 for
chr14:11407220-11412628 for	chr14:11412675-11418083 for
chr14:11424001-11429298 for	chr14:12101795-12107092 for
chr14:11430639-11438434 for	chr14:12108433-12116228 for
chr14:11446179-11451287 for	chr14:12129429-12134537 for
chr14:11473561-11479325 for	chr14:12156811-12162575 for
chr14:11488990-11494714 for	chr14:12174968-12180692 for
chr14:11494593-11500775 for	chr14:12216031-12222213 for
chr14:11503134-11512195 for	chr14:11511317-11520378 for
chr14:11561187-11566565 for	chr14:12234889-12240267 for
chr14:11564616-11570914 for	chr14:12201493-12207791 for
chr14:11574371-11579756 for	chr14:12245345-12250730 for
chr14:11580516-11589490 for	chr14:12251490-12260464 for
chr14:11605196-11611399 for	chr14:12274806-12281009 for
chr14:11614977-11626654 for	chr14:12287315-12298992 for
